,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
294,Sunrisers Hyderabad,Gujarat Titans,Mumbai,159,116,0,163,6.0,8.22,1
295,Lucknow Super Giants,Rajasthan Royals,Mumbai,166,125,9,166,-0.0,7.97,0
296,Lucknow Super Giants,Rajasthan Royals,Mumbai,161,119,3,166,30.0,8.12,0
297,Lucknow Super Giants,Rajasthan Royals,Mumbai,161,119,2,166,30.0,8.12,0
298,Lucknow Super Giants,Rajasthan Royals,Mumbai,160,118,1,166,18.0,8.14,0
299,Lucknow Super Giants,Rajasthan Royals,Mumbai,160,117,0,166,12.0,8.21,0
300,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,125,9,216,-0.0,10.37,0
301,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,124,8,216,-0.0,10.45,0
302,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,123,7,216,-0.0,10.54,0
303,Kolkata Knight Riders,Delhi Capitals,Mumbai,216,122,6,216,-0.0,10.62,0
304,Kolkata Knight Riders,Delhi Capitals,Mumbai,214,119,3,216,12.0,10.79,0
305,Kolkata Knight Riders,Delhi Capitals,Mumbai,214,118,2,216,6.0,10.88,0
306,Kolkata Knight Riders,Delhi Capitals,Mumbai,208,117,1,216,16.0,10.67,0
307,Kolkata Knight Riders,Delhi Capitals,Mumbai,202,116,0,216,21.0,10.45,0
308,Royal Challengers Bangalore,Mumbai Indians,Pune,152,125,9,152,-0.0,7.3,1
309,Royal Challengers Bangalore,Mumbai Indians,Pune,152,124,8,152,-0.0,7.35,1
310,Royal Challengers Bangalore,Mumbai Indians,Pune,152,123,7,152,-0.0,7.41,1
311,Royal Challengers Bangalore,Mumbai Indians,Pune,150,119,3,152,12.0,7.56,1
312,Royal Challengers Bangalore,Mumbai Indians,Pune,150,118,2,152,6.0,7.63,1
313,Royal Challengers Bangalore,Mumbai Indians,Pune,150,117,1,152,4.0,7.69,1
314,Royal Challengers Bangalore,Mumbai Indians,Pune,144,116,0,152,12.0,7.45,1
315,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,154,119,3,155,6.0,7.76,1
316,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,153,118,2,155,6.0,7.78,1
317,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,153,117,1,155,4.0,7.85,1
318,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,149,116,0,155,9.0,7.71,1
319,Gujarat Titans,Punjab Kings,Mumbai,179,119,3,190,66.0,9.03,1
320,Gujarat Titans,Punjab Kings,Mumbai,175,118,2,190,45.0,8.9,1
321,Gujarat Titans,Punjab Kings,Mumbai,175,117,1,190,30.0,8.97,1
322,Gujarat Titans,Punjab Kings,Mumbai,171,116,0,190,28.5,8.84,1
323,Lucknow Super Giants,Delhi Capitals,Mumbai,150,125,9,150,-0.0,7.2,1
324,Lucknow Super Giants,Delhi Capitals,Mumbai,145,119,3,150,30.0,7.31,1
325,Lucknow Super Giants,Delhi Capitals,Mumbai,145,119,2,150,30.0,7.31,1
326,Lucknow Super Giants,Delhi Capitals,Mumbai,145,118,1,150,15.0,7.37,1
327,Lucknow Super Giants,Delhi Capitals,Mumbai,144,117,0,150,12.0,7.38,1
328,Kolkata Knight Riders,Mumbai Indians,Pune,162,125,9,162,-0.0,7.78,1
329,Kolkata Knight Riders,Mumbai Indians,Pune,158,119,3,162,24.0,7.97,1
330,Kolkata Knight Riders,Mumbai Indians,Pune,157,118,2,162,15.0,7.98,1
331,Kolkata Knight Riders,Mumbai Indians,Pune,155,117,1,162,14.0,7.95,1
332,Kolkata Knight Riders,Mumbai Indians,Pune,155,116,0,162,10.5,8.02,1
333,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,167,119,3,170,18.0,8.42,1
334,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,167,118,2,170,9.0,8.49,1
335,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,166,117,1,170,8.0,8.51,1
336,Royal Challengers Bangalore,Rajasthan Royals,Mumbai,166,116,0,170,6.0,8.59,1
337,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,163,119,3,170,42.0,8.22,0
338,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,162,118,2,170,24.0,8.24,0
339,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,162,117,1,170,16.0,8.31,0
340,Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,161,116,0,170,13.5,8.33,0
341,Chennai Super Kings,Punjab Kings,Mumbai,181,125,9,181,-0.0,8.69,0
342,Chennai Super Kings,Punjab Kings,Mumbai,176,119,3,181,30.0,8.87,0
343,Chennai Super Kings,Punjab Kings,Mumbai,176,118,2,181,15.0,8.95,0
344,Chennai Super Kings,Punjab Kings,Mumbai,172,117,1,181,18.0,8.82,0
345,Chennai Super Kings,Punjab Kings,Mumbai,171,116,0,181,15.0,8.84,0
346,Delhi Capitals,Gujarat Titans,Pune,164,119,3,172,48.0,8.27,0
347,Delhi Capitals,Gujarat Titans,Pune,164,118,2,172,24.0,8.34,0
348,Delhi Capitals,Gujarat Titans,Pune,163,117,1,172,18.0,8.36,0
349,Delhi Capitals,Gujarat Titans,Pune,162,116,0,172,15.0,8.38,0
350,Mumbai Indians,Rajasthan Royals,Mumbai,194,125,9,194,-0.0,9.31,0
351,Mumbai Indians,Rajasthan Royals,Mumbai,194,124,8,194,-0.0,9.39,0
352,Mumbai Indians,Rajasthan Royals,Mumbai,188,119,3,194,36.0,9.48,0
353,Mumbai Indians,Rajasthan Royals,Mumbai,182,118,2,194,36.0,9.25,0
354,Mumbai Indians,Rajasthan Royals,Mumbai,181,117,1,194,26.0,9.28,0
355,Mumbai Indians,Rajasthan Royals,Mumbai,179,116,0,194,22.5,9.26,0
356,Kolkata Knight Riders,Punjab Kings,Mumbai,138,125,9,138,-0.0,6.62,1
357,Kolkata Knight Riders,Punjab Kings,Mumbai,129,119,3,138,54.0,6.5,1
358,Kolkata Knight Riders,Punjab Kings,Mumbai,129,118,2,138,27.0,6.56,1
359,Kolkata Knight Riders,Punjab Kings,Mumbai,125,117,1,138,26.0,6.41,1
360,Kolkata Knight Riders,Punjab Kings,Mumbai,124,116,0,138,21.0,6.41,1
361,Lucknow Super Giants,Chennai Super Kings,Mumbai,211,125,9,211,-0.0,10.13,1
362,Lucknow Super Giants,Chennai Super Kings,Mumbai,211,124,8,211,-0.0,10.21,1
363,Lucknow Super Giants,Chennai Super Kings,Mumbai,209,119,3,211,12.0,10.54,1
364,Lucknow Super Giants,Chennai Super Kings,Mumbai,209,118,2,211,6.0,10.63,1
365,Lucknow Super Giants,Chennai Super Kings,Mumbai,205,117,1,211,12.0,10.51,1
366,Lucknow Super Giants,Chennai Super Kings,Mumbai,204,116,0,211,10.5,10.55,1
367,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,119,119,3,129,60.0,6.0,1
368,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,119,118,2,129,30.0,6.05,1
369,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,116,117,1,129,26.0,5.95,1
370,Royal Challengers Bangalore,Kolkata Knight Riders,Mumbai,116,116,0,129,19.5,6.0,1
371,Sunrisers Hyderabad,Rajasthan Royals,Pune,211,125,9,211,-0.0,10.13,0
372,Sunrisers Hyderabad,Rajasthan Royals,Pune,211,124,8,211,-0.0,10.21,0
373,Sunrisers Hyderabad,Rajasthan Royals,Pune,209,119,3,211,12.0,10.54,0
374,Sunrisers Hyderabad,Rajasthan Royals,Pune,209,118,2,211,6.0,10.63,0
375,Sunrisers Hyderabad,Rajasthan Royals,Pune,208,117,1,211,6.0,10.67,0
376,Sunrisers Hyderabad,Rajasthan Royals,Pune,208,116,0,211,4.5,10.76,0
377,Gujarat Titans,Lucknow Super Giants,Mumbai,152,119,3,159,42.0,7.66,1
378,Gujarat Titans,Lucknow Super Giants,Mumbai,151,119,2,159,48.0,7.61,1
379,Gujarat Titans,Lucknow Super Giants,Mumbai,150,118,1,159,27.0,7.63,1
380,Gujarat Titans,Lucknow Super Giants,Mumbai,149,117,0,159,20.0,7.64,1
381,Punjab Kings,Royal Challengers Bangalore,Mumbai,199,119,3,206,42.0,10.03,1
382,Punjab Kings,Royal Challengers Bangalore,Mumbai,199,118,2,206,21.0,10.12,1
383,Punjab Kings,Royal Challengers Bangalore,Mumbai,194,117,1,206,24.0,9.95,1
384,Punjab Kings,Royal Challengers Bangalore,Mumbai,194,116,0,206,18.0,10.03,1
385,Delhi Capitals,Mumbai Indians,Mumbai,178,125,9,178,-0.0,8.54,1
386,Delhi Capitals,Mumbai Indians,Mumbai,178,124,8,178,-0.0,8.61,1
387,Delhi Capitals,Mumbai Indians,Mumbai,167,119,3,178,66.0,8.42,1
388,Delhi Capitals,Mumbai Indians,Mumbai,166,118,2,178,36.0,8.44,1
389,Delhi Capitals,Mumbai Indians,Mumbai,166,119,1,178,72.0,8.37,1
390,Delhi Capitals,Mumbai Indians,Mumbai,166,118,0,178,36.0,8.44,1
391,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,125,9,132,-0.0,6.34,1
392,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,124,8,132,-0.0,6.39,1
393,Kolkata Knight Riders,Chennai Super Kings,Mumbai,132,123,7,132,-0.0,6.44,1
394,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,119,3,132,48.0,6.25,1
395,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,118,2,132,24.0,6.31,1
396,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,117,1,132,16.0,6.36,1
397,Kolkata Knight Riders,Chennai Super Kings,Mumbai,124,116,0,132,12.0,6.41,1
398,Kolkata Knight Riders,Chennai Super Kings,Dubai,187,119,3,193,36.0,9.43,0
399,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,119,2,193,42.0,9.38,0
400,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,118,1,193,21.0,9.46,0
401,Kolkata Knight Riders,Chennai Super Kings,Dubai,186,117,0,193,14.0,9.54,0
402,Kolkata Knight Riders,Delhi Capitals,Sharjah,129,119,3,136,42.0,6.5,1
403,Kolkata Knight Riders,Delhi Capitals,Sharjah,128,118,2,136,24.0,6.51,1
404,Kolkata Knight Riders,Delhi Capitals,Sharjah,124,117,1,136,24.0,6.36,1
405,Kolkata Knight Riders,Delhi Capitals,Sharjah,123,116,0,136,19.5,6.36,1
406,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,131,119,3,139,48.0,6.61,1
407,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,130,118,2,139,27.0,6.61,1
408,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,129,117,1,139,20.0,6.62,1
409,Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,129,116,0,139,15.0,6.67,1
410,Chennai Super Kings,Delhi Capitals,Dubai,164,119,3,173,54.0,8.27,1
411,Chennai Super Kings,Delhi Capitals,Dubai,160,118,2,173,39.0,8.14,1
412,Chennai Super Kings,Delhi Capitals,Dubai,160,117,1,173,26.0,8.21,1
413,Chennai Super Kings,Delhi Capitals,Dubai,159,116,0,173,21.0,8.22,1
414,Royal Challengers Bangalore,Delhi Capitals,Dubai,161,119,3,165,24.0,8.12,1
415,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,118,2,165,15.0,8.14,1
416,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,117,1,165,10.0,8.21,1
417,Royal Challengers Bangalore,Delhi Capitals,Dubai,160,116,0,165,7.5,8.28,1
418,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,236,125,9,236,-0.0,11.33,0
419,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,236,124,8,236,-0.0,11.42,0
420,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,230,119,3,236,36.0,11.6,0
421,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,229,118,2,236,21.0,11.64,0
422,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,225,117,1,236,22.0,11.54,0
423,Sunrisers Hyderabad,Mumbai Indians,Abu Dhabi,225,116,0,236,16.5,11.64,0
424,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,125,9,172,-0.0,8.26,0
425,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,124,8,172,-0.0,8.32,0
426,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,123,7,172,-0.0,8.39,0
427,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,122,6,172,-0.0,8.46,0
428,Rajasthan Royals,Kolkata Knight Riders,Sharjah,172,121,5,172,-0.0,8.53,0
429,Rajasthan Royals,Kolkata Knight Riders,Sharjah,171,119,3,172,6.0,8.62,0
430,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,118,2,172,9.0,8.59,0
431,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,117,1,172,6.0,8.67,0
432,Rajasthan Royals,Kolkata Knight Riders,Sharjah,169,116,0,172,4.5,8.74,0
433,Punjab Kings,Chennai Super Kings,Dubai,124,119,3,135,66.0,6.25,1
434,Punjab Kings,Chennai Super Kings,Dubai,124,119,2,135,66.0,6.25,1
435,Punjab Kings,Chennai Super Kings,Dubai,123,118,1,135,36.0,6.25,1
436,Punjab Kings,Chennai Super Kings,Dubai,123,117,0,135,24.0,6.31,1
437,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,136,119,3,142,36.0,6.86,0
438,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,132,118,2,142,30.0,6.71,0
439,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,132,117,1,142,20.0,6.77,0
440,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,130,116,0,142,18.0,6.72,0
441,Mumbai Indians,Rajasthan Royals,Sharjah,91,125,9,91,-0.0,4.37,1
442,Mumbai Indians,Rajasthan Royals,Sharjah,91,124,8,91,-0.0,4.4,1
443,Mumbai Indians,Rajasthan Royals,Sharjah,77,119,3,91,84.0,3.88,1
444,Mumbai Indians,Rajasthan Royals,Sharjah,77,118,2,91,42.0,3.92,1
445,Mumbai Indians,Rajasthan Royals,Sharjah,77,117,1,91,28.0,3.95,1
446,Mumbai Indians,Rajasthan Royals,Sharjah,77,116,0,91,21.0,3.98,1
447,Delhi Capitals,Chennai Super Kings,Dubai,137,125,9,137,-0.0,6.58,1
448,Delhi Capitals,Chennai Super Kings,Dubai,129,119,3,137,48.0,6.5,1
449,Delhi Capitals,Chennai Super Kings,Dubai,129,119,2,137,48.0,6.5,1
450,Delhi Capitals,Chennai Super Kings,Dubai,125,118,1,137,36.0,6.36,1
451,Delhi Capitals,Chennai Super Kings,Dubai,125,117,0,137,24.0,6.41,1
452,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,119,3,165,24.0,8.12,0
453,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,118,2,165,12.0,8.19,0
454,Punjab Kings,Royal Challengers Bangalore,Sharjah,161,117,1,165,8.0,8.26,0
455,Punjab Kings,Royal Challengers Bangalore,Sharjah,160,116,0,165,7.5,8.28,0
456,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,116,125,9,116,-0.0,5.57,1
457,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,113,119,3,116,18.0,5.7,1
458,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,118,2,116,21.0,5.54,1
459,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,117,1,116,14.0,5.59,1
460,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai,109,116,0,116,10.5,5.64,1
461,Delhi Capitals,Mumbai Indians,Sharjah,130,125,9,130,-0.0,6.24,1
462,Delhi Capitals,Mumbai Indians,Sharjah,123,119,3,130,42.0,6.2,1
463,Delhi Capitals,Mumbai Indians,Sharjah,122,118,2,130,24.0,6.2,1
464,Delhi Capitals,Mumbai Indians,Sharjah,116,117,1,130,28.0,5.95,1
465,Delhi Capitals,Mumbai Indians,Sharjah,116,116,0,130,21.0,6.0,1
466,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,180,119,3,190,60.0,9.08,1
467,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,176,118,2,190,42.0,8.95,1
468,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,176,117,1,190,28.0,9.03,1
469,Rajasthan Royals,Chennai Super Kings,Abu Dhabi,174,116,0,190,24.0,9.0,1
470,Punjab Kings,Kolkata Knight Riders,Dubai,159,119,3,166,42.0,8.02,1
471,Punjab Kings,Kolkata Knight Riders,Dubai,159,118,2,166,21.0,8.08,1
472,Punjab Kings,Kolkata Knight Riders,Dubai,158,117,1,166,16.0,8.1,1
473,Punjab Kings,Kolkata Knight Riders,Dubai,158,116,0,166,12.0,8.17,1
474,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,135,125,9,135,-0.0,6.48,1
475,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,130,119,3,135,30.0,6.55,1
476,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,129,118,2,135,18.0,6.56,1
477,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,129,117,1,135,12.0,6.62,1
478,Chennai Super Kings,Sunrisers Hyderabad,Sharjah,129,116,0,135,9.0,6.67,1
479,Royal Challengers Bangalore,Rajasthan Royals,Dubai,150,125,9,150,-0.0,7.2,1
480,Royal Challengers Bangalore,Rajasthan Royals,Dubai,135,119,3,150,90.0,6.81,1
481,Royal Challengers Bangalore,Rajasthan Royals,Dubai,131,118,2,150,57.0,6.66,1
482,Royal Challengers Bangalore,Rajasthan Royals,Dubai,130,117,1,150,40.0,6.67,1
483,Royal Challengers Bangalore,Rajasthan Royals,Dubai,130,116,0,150,30.0,6.72,1
484,Mumbai Indians,Punjab Kings,Abu Dhabi,130,119,3,136,36.0,6.55,1
485,Mumbai Indians,Punjab Kings,Abu Dhabi,130,119,2,136,36.0,6.55,1
486,Mumbai Indians,Punjab Kings,Abu Dhabi,130,118,1,136,18.0,6.61,1
487,Mumbai Indians,Punjab Kings,Abu Dhabi,126,117,0,136,20.0,6.46,1
488,Kolkata Knight Riders,Delhi Capitals,Sharjah,119,119,3,128,54.0,6.0,1
489,Kolkata Knight Riders,Delhi Capitals,Sharjah,113,118,2,128,45.0,5.75,1
490,Kolkata Knight Riders,Delhi Capitals,Sharjah,113,117,1,128,30.0,5.79,1
491,Kolkata Knight Riders,Delhi Capitals,Sharjah,113,116,0,128,22.5,5.84,1
492,Sunrisers Hyderabad,Rajasthan Royals,Dubai,165,125,9,165,-0.0,7.92,1
493,Sunrisers Hyderabad,Rajasthan Royals,Dubai,157,119,3,165,48.0,7.92,1
494,Sunrisers Hyderabad,Rajasthan Royals,Dubai,157,119,2,165,48.0,7.92,1
495,Sunrisers Hyderabad,Rajasthan Royals,Dubai,157,118,1,165,24.0,7.98,1
496,Sunrisers Hyderabad,Rajasthan Royals,Dubai,156,117,0,165,18.0,8.0,1
497,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,172,125,9,172,-0.0,8.26,1
498,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,172,124,8,172,-0.0,8.32,1
499,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,165,119,3,172,42.0,8.32,1
500,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,164,118,2,172,24.0,8.34,1
501,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,163,117,1,172,18.0,8.36,1
502,Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,163,116,0,172,13.5,8.43,1
503,Mumbai Indians,Royal Challengers Bangalore,Dubai,161,119,3,166,30.0,8.12,0
504,Mumbai Indians,Royal Challengers Bangalore,Dubai,160,118,2,166,18.0,8.14,0
505,Mumbai Indians,Royal Challengers Bangalore,Dubai,160,117,1,166,12.0,8.21,0
506,Mumbai Indians,Royal Challengers Bangalore,Dubai,160,116,0,166,9.0,8.28,0
507,Rajasthan Royals,Delhi Capitals,Abu Dhabi,149,119,3,155,36.0,7.51,0
508,Rajasthan Royals,Delhi Capitals,Abu Dhabi,149,118,2,155,18.0,7.58,0
509,Rajasthan Royals,Delhi Capitals,Abu Dhabi,149,117,1,155,12.0,7.64,0
510,Rajasthan Royals,Delhi Capitals,Abu Dhabi,148,116,0,155,10.5,7.66,0
511,Sunrisers Hyderabad,Punjab Kings,Sharjah,126,125,9,126,-0.0,6.05,0
512,Sunrisers Hyderabad,Punjab Kings,Sharjah,122,119,3,126,24.0,6.15,0
513,Sunrisers Hyderabad,Punjab Kings,Sharjah,122,118,2,126,12.0,6.2,0
514,Sunrisers Hyderabad,Punjab Kings,Sharjah,122,117,1,126,8.0,6.26,0
515,Sunrisers Hyderabad,Punjab Kings,Sharjah,121,116,0,126,7.5,6.26,0
516,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,149,119,3,157,48.0,7.51,1
517,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,143,118,2,157,42.0,7.27,1
518,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,142,117,1,157,30.0,7.28,1
519,Chennai Super Kings,Royal Challengers Bangalore,Sharjah,141,116,0,157,24.0,7.29,1
520,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,156,125,9,156,-0.0,7.49,1
521,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,141,119,3,156,90.0,7.11,1
522,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,140,118,2,156,48.0,7.12,1
523,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,134,117,1,156,44.0,6.87,1
524,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,130,116,0,156,39.0,6.72,1
525,Delhi Capitals,Sunrisers Hyderabad,Dubai,131,119,3,135,24.0,6.61,1
526,Delhi Capitals,Sunrisers Hyderabad,Dubai,127,118,2,135,24.0,6.46,1
527,Delhi Capitals,Sunrisers Hyderabad,Dubai,127,117,1,135,16.0,6.51,1
528,Delhi Capitals,Sunrisers Hyderabad,Dubai,123,116,0,135,18.0,6.36,1
529,Punjab Kings,Rajasthan Royals,Dubai,186,125,9,186,-0.0,8.93,0
530,Punjab Kings,Rajasthan Royals,Dubai,182,119,3,186,24.0,9.18,0
531,Punjab Kings,Rajasthan Royals,Dubai,182,118,2,186,12.0,9.25,0
532,Punjab Kings,Rajasthan Royals,Dubai,181,117,1,186,10.0,9.28,0
533,Punjab Kings,Rajasthan Royals,Dubai,180,116,0,186,9.0,9.31,0
534,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,93,125,9,93,-0.0,4.46,1
535,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,83,119,3,93,60.0,4.18,1
536,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,81,119,2,93,72.0,4.08,1
537,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,77,118,1,93,48.0,3.92,1
538,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,77,117,0,93,32.0,3.95,1
539,Mumbai Indians,Chennai Super Kings,Dubai,157,125,9,157,-0.0,7.54,0
540,Mumbai Indians,Chennai Super Kings,Dubai,157,124,8,157,-0.0,7.6,0
541,Mumbai Indians,Chennai Super Kings,Dubai,157,123,7,157,-0.0,7.66,0
542,Mumbai Indians,Chennai Super Kings,Dubai,155,119,3,157,12.0,7.82,0
543,Mumbai Indians,Chennai Super Kings,Dubai,154,118,2,157,9.0,7.83,0
544,Mumbai Indians,Chennai Super Kings,Dubai,150,117,1,157,14.0,7.69,0
545,Mumbai Indians,Chennai Super Kings,Dubai,148,116,0,157,13.5,7.66,0
546,Delhi Capitals,Punjab Kings,Ahmedabad,158,119,3,167,54.0,7.97,1
547,Delhi Capitals,Punjab Kings,Ahmedabad,157,119,2,167,60.0,7.92,1
548,Delhi Capitals,Punjab Kings,Ahmedabad,157,118,1,167,30.0,7.98,1
549,Delhi Capitals,Punjab Kings,Ahmedabad,151,117,0,167,32.0,7.74,1
550,Sunrisers Hyderabad,Rajasthan Royals,Delhi,221,125,9,221,-0.0,10.61,0
551,Sunrisers Hyderabad,Rajasthan Royals,Delhi,221,124,8,221,-0.0,10.69,0
552,Sunrisers Hyderabad,Rajasthan Royals,Delhi,221,123,7,221,-0.0,10.78,0
553,Sunrisers Hyderabad,Rajasthan Royals,Delhi,221,122,6,221,-0.0,10.87,0
554,Sunrisers Hyderabad,Rajasthan Royals,Delhi,213,119,3,221,48.0,10.74,0
555,Sunrisers Hyderabad,Rajasthan Royals,Delhi,213,118,2,221,24.0,10.83,0
556,Sunrisers Hyderabad,Rajasthan Royals,Delhi,213,117,1,221,16.0,10.92,0
557,Sunrisers Hyderabad,Rajasthan Royals,Delhi,212,116,0,221,13.5,10.97,0
558,Mumbai Indians,Chennai Super Kings,Delhi,211,119,3,219,48.0,10.64,1
559,Mumbai Indians,Chennai Super Kings,Delhi,211,119,2,219,48.0,10.64,1
560,Mumbai Indians,Chennai Super Kings,Delhi,207,118,1,219,36.0,10.53,1
561,Mumbai Indians,Chennai Super Kings,Delhi,207,117,0,219,24.0,10.62,1
562,Royal Challengers Bangalore,Punjab Kings,Ahmedabad,169,119,3,180,66.0,8.52,0
563,Royal Challengers Bangalore,Punjab Kings,Ahmedabad,169,118,2,180,33.0,8.59,0
564,Royal Challengers Bangalore,Punjab Kings,Ahmedabad,169,117,1,180,22.0,8.67,0
565,Royal Challengers Bangalore,Punjab Kings,Ahmedabad,168,116,0,180,18.0,8.69,0
566,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,130,119,3,155,150.0,6.55,1
567,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,129,119,2,155,156.0,6.5,1
568,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,128,118,1,155,81.0,6.51,1
569,Delhi Capitals,Kolkata Knight Riders,Ahmedabad,127,117,0,155,56.0,6.51,1
570,Mumbai Indians,Rajasthan Royals,Delhi,167,119,3,172,30.0,8.42,1
571,Mumbai Indians,Rajasthan Royals,Delhi,167,118,2,172,15.0,8.49,1
572,Mumbai Indians,Rajasthan Royals,Delhi,167,117,1,172,10.0,8.56,1
573,Mumbai Indians,Rajasthan Royals,Delhi,167,116,0,172,7.5,8.64,1
574,Chennai Super Kings,Sunrisers Hyderabad,Delhi,167,119,3,172,30.0,8.42,1
575,Chennai Super Kings,Sunrisers Hyderabad,Delhi,167,119,2,172,30.0,8.42,1
576,Chennai Super Kings,Sunrisers Hyderabad,Delhi,165,118,1,172,21.0,8.39,1
577,Chennai Super Kings,Sunrisers Hyderabad,Delhi,163,117,0,172,18.0,8.36,1
578,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,172,125,9,172,-0.0,8.26,0
579,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,161,119,3,172,66.0,8.12,0
580,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,160,118,2,172,36.0,8.14,0
581,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,159,117,1,172,26.0,8.15,0
582,Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,155,116,0,172,25.5,8.02,0
583,Kolkata Knight Riders,Punjab Kings,Ahmedabad,119,119,3,124,30.0,6.0,1
584,Kolkata Knight Riders,Punjab Kings,Ahmedabad,119,118,2,124,15.0,6.05,1
585,Kolkata Knight Riders,Punjab Kings,Ahmedabad,115,117,1,124,18.0,5.9,1
586,Kolkata Knight Riders,Punjab Kings,Ahmedabad,115,116,0,124,13.5,5.95,1
587,Sunrisers Hyderabad,Delhi Capitals,Chennai,160,125,9,160,-0.0,7.68,0
